customer_name,age,country,gender,marital_status,period,total_sales,total_orders,total_products,customer_class,age_group,last_order,avg_order_value,avg_monthly_spend
"Cedric Kumar",50,Australia,Male,Married,19,13875,6,6,VIP,Middle-aged,144,2312.5000,730.2632
"Devin Hughes",55,"United States",Male,Married,0,210,6,6,New,Middle-aged,149,35.0000,NULL
"Max Ruiz",39,Germany,Male,Single,0,210,6,6,New,Adult,148,35.0000,NULL
"Rafael Lu",39,"United Kingdom",Male,Single,0,210,6,6,New,Adult,147,35.0000,NULL
"Barbara Chen",41,France,Female,Single,0,210,6,6,New,Middle-aged,152,35.0000,NULL
"Drew Anand",58,"United States",Male,Single,0,54,6,6,New,Middle-aged,152,9.0000,NULL
"Jenna Campbell",53,"United States",Female,Married,0,210,6,6,New,Middle-aged,152,35.0000,NULL
"Xavier Griffin",53,Canada,Male,Married,0,10734,3,3,New,Middle-aged,172,3578.0000,NULL
"Jocelyn Russell",53,"United States",Female,Married,0,54,6,6,New,Middle-aged,152,9.0000,NULL
"Wyatt Martinez",54,Canada,Male,Married,28,10944,9,9,VIP,Middle-aged,145,1216.0000,390.8571
"Charles Jones",53,Canada,Male,Single,0,372,9,9,New,Middle-aged,148,41.3333,NULL
"Andrea King",52,"United States",Female,Single,0,282,9,9,New,Middle-aged,152,31.3333,NULL
"Mason Richardson",60,"United States",Male,Married,0,72,3,3,New,Senior,152,24.0000,NULL
"Julia Long",55,Canada,Female,Married,28,10788,9,9,VIP,Middle-aged,145,1198.6667,385.2857
"Alexis Hall",55,"United States",Female,Married,0,210,6,6,New,Middle-aged,145,35.0000,NULL
"Andrea Gonzalez",61,"United States",Female,Married,0,210,6,6,New,Senior,151,35.0000,NULL
"Chloe Miller",60,Canada,Female,Single,18,18063,6,6,VIP,Senior,154,3010.5000,1003.5000
"Eduardo Perez",60,Canada,Male,Single,18,18063,6,6,VIP,Senior,155,3010.5000,1003.5000
"Logan Miller",62,"United States",Male,Married,0,210,6,6,New,Senior,152,35.0000,NULL
"Charles Carter",62,"United States",Male,Married,0,210,6,6,New,Senior,151,35.0000,NULL
"Katherine Stewart",56,Canada,Female,Single,27,10788,9,9,VIP,Middle-aged,145,1198.6667,399.5556
"Hailey Stewart",62,Canada,Female,Single,21,18063,6,6,VIP,Senior,152,3010.5000,860.1429
"Mitchell Shen",50,Australia,Male,Single,19,14085,12,12,VIP,Middle-aged,144,1173.7500,741.3158
"Joe Schmidt",50,Australia,Male,Married,18,13875,6,6,VIP,Middle-aged,144,2312.5000,770.8333
"Jessie Moreno",45,Australia,Female,Married,17,13875,6,6,VIP,Middle-aged,144,2312.5000,816.1765
"Barry Sai",52,Australia,Male,Married,0,7329,3,3,New,Middle-aged,162,2443.0000,NULL
"Eddie Ortega",50,Australia,Male,Married,17,13875,6,6,VIP,Middle-aged,144,2312.5000,816.1765
"Tommy Goel",51,Australia,Male,Single,17,6810,15,15,Regular,Middle-aged,145,454.0000,400.5882
"Latoya Tang",52,Australia,Female,Married,0,6546,3,3,New,Middle-aged,162,2182.0000,NULL
"Gregory Raje",46,Australia,Male,Married,0,210,6,6,New,Middle-aged,148,35.0000,NULL
"Mallory Moreno",45,Australia,Female,Single,18,14085,12,12,VIP,Middle-aged,144,1173.7500,782.5000
"Valerie Lu",50,Australia,Female,Single,18,14157,15,15,VIP,Middle-aged,144,943.8000,786.5000
"Kelsey Shen",52,Australia,Female,Single,18,13929,12,12,VIP,Middle-aged,144,1160.7500,773.8333
"Karla Shen",50,Australia,Female,Married,0,264,12,12,New,Middle-aged,147,22.0000,NULL
"Keith Yuan",57,Australia,Male,Single,0,6546,3,3,New,Middle-aged,162,2182.0000,NULL
"Jon Guo",57,Australia,Male,Single,0,6546,3,3,New,Middle-aged,162,2182.0000,NULL
"Isabella Davis",52,Australia,Female,Single,17,14085,12,12,VIP,Middle-aged,144,1173.7500,828.5294
"Brett Raman",47,Australia,Male,Married,17,14658,6,6,VIP,Middle-aged,144,2443.0000,862.2353
"Logan Johnson",92,Australia,Male,Married,0,6546,3,3,New,Senior,162,2182.0000,NULL
"Maurice Jai",52,Australia,Male,Single,0,7329,3,3,New,Middle-aged,162,2443.0000,NULL
"Kelli Chande",57,Australia,Female,Single,17,6756,9,9,Regular,Middle-aged,144,750.6667,397.4118
"Tonya Kumar",57,Australia,Female,Married,0,7329,3,3,New,Middle-aged,162,2443.0000,NULL
"Tamara Shen",53,Australia,Female,Single,0,6546,3,3,New,Middle-aged,162,2182.0000,NULL
"Jill Diaz",58,Australia,Female,Single,18,6756,9,9,Regular,Middle-aged,144,750.6667,375.3333
"Jose Baker",53,Australia,Male,Single,17,7539,9,9,Regular,Middle-aged,144,837.6667,443.4706
"Hector Blanco",58,Australia,Male,Married,0,7329,3,3,New,Middle-aged,162,2443.0000,NULL
"Rebekah Arthur",59,Australia,Female,Single,18,6618,6,6,Regular,Middle-aged,144,1103.0000,367.6667
"Briana Ashe",53,Australia,Female,Single,7,7383,9,9,New,Middle-aged,155,820.3333,1054.7143
"Brittney She",60,Australia,Female,Married,17,6756,9,9,Regular,Senior,144,750.6667,397.4118
"Timothy Parker",59,Australia,Male,Single,0,7329,3,3,New,Middle-aged,162,2443.0000,NULL
"Jodi Lal",61,Australia,Female,Married,0,282,9,9,New,Senior,151,31.3333,NULL
"Bryant Kapoor",61,Australia,Male,Single,0,6546,3,3,New,Senior,162,2182.0000,NULL
"Lucas Turner",55,Australia,Male,Single,0,210,6,6,New,Middle-aged,151,35.0000,NULL
"Gavin Butler",86,Australia,Male,Single,0,300,6,6,New,Senior,152,50.0000,NULL
"Nicole Cox",56,Australia,Female,Single,7,6756,9,9,New,Middle-aged,154,750.6667,965.1429
"Chelsea Mehta",56,Australia,Female,Single,9,7593,15,15,New,Middle-aged,153,506.2000,843.6667
"Luke Baker",57,Australia,Male,Married,0,210,6,6,New,Middle-aged,154,35.0000,NULL
"Barbara Liang",56,Australia,Female,Single,0,6546,3,3,New,Middle-aged,162,2182.0000,NULL
"Justin Thompson",57,Australia,Male,Single,9,7539,9,9,New,Middle-aged,153,837.6667,837.6667
"Leslie Suarez",52,Australia,Female,Married,0,54,6,6,New,Middle-aged,148,9.0000,NULL
"Randy Guo",57,Australia,Male,Married,0,282,9,9,New,Middle-aged,146,31.3333,NULL
"Nicole Davis",52,Australia,Female,Married,0,210,6,6,New,Middle-aged,148,35.0000,NULL
"Brandy Fernandez",59,Australia,Female,Single,18,7539,9,9,Regular,Middle-aged,144,837.6667,418.8333
"Julie Yuan",53,Australia,Female,Single,18,6756,9,9,Regular,Middle-aged,144,750.6667,375.3333
"Nina She",53,Australia,Female,Married,9,6600,9,9,New,Middle-aged,153,733.3333,733.3333
"Casey Martin",62,Australia,Male,Married,0,210,6,6,New,Senior,150,35.0000,NULL
"Jodi Chapman",58,Australia,Female,Single,9,6756,9,9,New,Middle-aged,152,750.6667,750.6667
"Taylor Martin",44,Canada,Female,Single,0,210,6,6,New,Middle-aged,143,35.0000,NULL
"Mary Phillips",43,"United States",Female,Single,0,210,6,6,New,Middle-aged,154,35.0000,NULL
"Morgan Howard",39,Canada,Female,Single,0,10734,3,3,New,Adult,173,3578.0000,NULL
"Courtney Turner",41,Canada,Female,Single,0,10734,3,3,New,Middle-aged,173,3578.0000,NULL
"Eric Foster",42,Canada,Male,Single,27,10788,9,9,VIP,Middle-aged,145,1198.6667,399.5556
"Ian Patterson",42,"United States",Male,Married,0,210,6,6,New,Middle-aged,151,35.0000,NULL
"Devon Jai",81,Australia,Male,Married,0,282,9,9,New,Senior,143,31.3333,NULL
"Theodore Hernandez",42,"United States",Male,Single,0,54,6,6,New,Middle-aged,145,9.0000,NULL
"Amanda Flores",43,"United States",Female,Single,0,210,6,6,New,Middle-aged,144,35.0000,NULL
"Madison Miller",43,"United States",Female,Married,0,210,6,6,New,Middle-aged,153,35.0000,NULL
"Hailey Phillips",40,"United States",Female,Married,0,72,3,3,New,Middle-aged,146,24.0000,NULL
"Carly Jai",79,Australia,Female,Single,12,6756,9,9,New,Senior,149,750.6667,563.0000
"Jerome Dominguez",74,Australia,Male,Married,18,6828,12,12,Regular,Senior,144,569.0000,379.3333
"Patricia Madan",80,Australia,Female,Married,17,7629,9,9,Regular,Senior,144,847.6667,448.7647
"Megan Butler",43,"United States",Female,Married,0,210,6,6,New,Middle-aged,151,35.0000,NULL
"Isabella Bryant",48,Canada,Female,Single,22,18063,6,6,VIP,Middle-aged,150,3010.5000,821.0455
"Jordan Henderson",47,Canada,Male,Married,22,18063,6,6,VIP,Middle-aged,150,3010.5000,821.0455
"Lauren Washington",46,Canada,Female,Married,16,11034,9,9,VIP,Middle-aged,156,1226.0000,689.6250
"Victoria Henderson",53,"United States",Female,Married,0,282,9,9,New,Middle-aged,143,31.3333,NULL
"Seth Lee",41,"United States",Male,Married,0,72,3,3,New,Middle-aged,145,24.0000,NULL
"Seth Cook",42,Canada,Male,Single,0,282,9,9,New,Middle-aged,145,31.3333,NULL
"Cassandra Mehta",74,Australia,Female,Married,0,54,6,6,New,Senior,148,9.0000,NULL
"Emma Garcia",49,"United States",Female,Married,0,282,9,9,New,Middle-aged,151,31.3333,NULL
"Hannah Jones",57,"United States",Female,Married,0,210,6,6,New,Middle-aged,143,35.0000,NULL
"Stefanie Mehta",56,"United States",Female,Married,0,72,3,3,New,Middle-aged,148,24.0000,NULL
"Emma Davis",58,"United States",Female,Married,0,300,6,6,New,Middle-aged,151,50.0000,NULL
"Anna Taylor",58,"United States",Female,Married,0,210,6,6,New,Middle-aged,148,35.0000,NULL
"Brooke Morgan",53,"United States",Female,Single,0,210,6,6,New,Middle-aged,148,35.0000,NULL
"Jesse Parker",59,"United States",Male,Married,0,54,6,6,New,Middle-aged,148,9.0000,NULL
"Alex Turner",53,"United States",Male,Married,0,210,6,6,New,Middle-aged,148,35.0000,NULL
"Caleb Green",59,"United States",Male,Single,0,282,9,9,New,Middle-aged,148,31.3333,NULL
"Sydney Reed",64,"United States",Female,Single,0,72,3,3,New,Senior,151,24.0000,NULL
"Riley Blue",65,"United States",Female,Single,0,72,3,3,New,Senior,148,24.0000,NULL
"Isabella Hughes",83,Canada,Female,Married,0,72,3,3,New,Senior,151,24.0000,NULL
"Jack Hall",83,"United States",Male,Married,0,210,6,6,New,Senior,154,35.0000,NULL
"Anna Bailey",54,"United States",Female,Married,0,210,6,6,New,Middle-aged,146,35.0000,NULL
"Seth Diaz",54,"United States",Male,Married,0,210,6,6,New,Middle-aged,148,35.0000,NULL
"Alyssa Perry",60,"United States",Female,Married,0,282,9,9,New,Senior,148,31.3333,NULL
"Caitlin Richardson",66,Canada,Female,Married,28,11016,12,12,VIP,Senior,144,918.0000,393.4286
"Michelle Rivera",66,"United States",Female,Single,0,210,6,6,New,Senior,148,35.0000,NULL
"Spencer Price",66,"United States",Male,Married,0,210,6,6,New,Senior,148,35.0000,NULL
"Natalie Reed",82,"United States",Female,Married,0,510,12,12,New,Senior,146,42.5000,NULL
"Derek Nath",83,"United States",Male,Married,0,210,6,6,New,Senior,150,35.0000,NULL
"Kelli Pal",82,"United States",Female,Married,0,300,6,6,New,Senior,150,50.0000,NULL
"Anna Gray",79,"United States",Female,Married,0,210,6,6,New,Senior,154,35.0000,NULL
"Megan Flores",79,Canada,Female,Single,27,11016,12,12,VIP,Senior,144,918.0000,408.0000
"Jocelyn Barnes",42,"United States",Female,Single,0,54,6,6,New,Middle-aged,151,9.0000,NULL
"Christian Shan",42,Canada,Male,Single,0,210,6,6,New,Middle-aged,150,35.0000,NULL
"Clifford Martinez",71,Australia,Male,Married,0,210,6,6,New,Senior,148,35.0000,NULL
"Richard Peterson",43,"United States",Male,Single,0,54,6,6,New,Middle-aged,145,9.0000,NULL
"Nathan Parker",43,"United States",Male,Married,0,210,6,6,New,Middle-aged,143,35.0000,NULL
"Tony Natsuhara",69,Australia,Male,Single,13,6756,9,9,Regular,Senior,148,750.6667,519.6923
"Pedro Rubio",64,Australia,Male,Single,0,6546,3,3,New,Senior,162,2182.0000,NULL
"Kristi Suarez",68,Australia,Female,Single,0,7329,3,3,New,Senior,162,2443.0000,NULL
"Christy Raje",68,Australia,Female,Married,0,7329,3,3,New,Senior,162,2443.0000,NULL
"Barbara Lal",67,Australia,Female,Married,13,6828,12,12,Regular,Senior,149,569.0000,525.2308
"Barbara Zeng",67,Australia,Female,Married,13,6600,9,9,Regular,Senior,149,733.3333,507.6923
"Isabelle Long",61,Australia,Female,Married,6,9906,6,6,New,Senior,155,1651.0000,1651.0000
"Karl Andersen",60,Australia,Male,Single,6,10188,15,15,New,Senior,155,679.2000,1698.0000
"Kathryn Yuan",60,Australia,Female,Married,10,6828,12,12,New,Senior,152,569.0000,682.8000
"Michele Kumar",65,Australia,Female,Married,0,6546,3,3,New,Senior,162,2182.0000,NULL
"Elijah Powell",46,Canada,Male,Single,27,10944,9,9,VIP,Middle-aged,144,1216.0000,405.3333
"Caroline Washington",46,Canada,Female,Single,0,10734,3,3,New,Middle-aged,172,3578.0000,NULL
"Jerome Vazquez",65,Australia,Male,Single,0,6546,3,3,New,Senior,161,2182.0000,NULL
"Bruce Sanz",59,Australia,Male,Married,9,6756,9,9,New,Middle-aged,152,750.6667,750.6667
"Monique Moreno",58,Australia,Female,Married,0,6546,3,3,New,Middle-aged,161,2182.0000,NULL
"Gilbert Zhao",63,Australia,Male,Single,9,6600,9,9,New,Senior,151,733.3333,733.3333
"Javier Browning",62,Australia,Male,Single,0,7329,3,3,New,Senior,161,2443.0000,NULL
"Danny Ramos",63,Australia,Male,Married,0,7329,3,3,New,Senior,161,2443.0000,NULL
"Colleen Zhou",60,Australia,Female,Single,0,54,6,6,New,Senior,148,9.0000,NULL
"Zoe Kelly",60,Australia,Female,Single,0,210,6,6,New,Senior,145,35.0000,NULL
"Dylan Jai",55,Australia,Male,Married,0,210,6,6,New,Middle-aged,150,35.0000,NULL
"Alexis White",62,"United States",Female,Married,0,210,6,6,New,Senior,147,35.0000,NULL
"Alyssa Robinson",63,Canada,Female,Married,0,210,6,6,New,Senior,145,35.0000,NULL
"Stephanie Peterson",63,"United States",Female,Single,0,210,6,6,New,Senior,147,35.0000,NULL
"Chloe Sanders",57,Canada,Female,Married,19,10944,9,9,VIP,Middle-aged,153,1216.0000,576.0000
"Angela Peterson",62,"United States",Female,Single,0,282,9,9,New,Senior,147,31.3333,NULL
"Zachary Alexander",48,"United States",Male,Married,0,54,6,6,New,Middle-aged,150,9.0000,NULL
"Nichole Xie",42,"United States",Female,Married,0,210,6,6,New,Middle-aged,150,35.0000,NULL
"Gabriella Allen",50,"United States",Female,Married,0,54,6,6,New,Middle-aged,144,9.0000,NULL
"Samantha Barnes",45,"United States",Female,Married,0,54,6,6,New,Middle-aged,150,9.0000,NULL
"Valerie Gao",49,"United States",Female,Married,0,210,6,6,New,Middle-aged,148,35.0000,NULL
"Ana Patterson",48,"United States",Female,Married,0,282,9,9,New,Middle-aged,150,31.3333,NULL
"Dalton Phillips",49,"United States",Male,Married,0,54,6,6,New,Middle-aged,147,9.0000,NULL
"Samuel Scott",49,"United States",Male,Married,0,210,6,6,New,Middle-aged,147,35.0000,NULL
"Madison Ross",48,"United States",Female,Married,0,210,6,6,New,Middle-aged,147,35.0000,NULL
"Kyle Bryant",50,Canada,Male,Single,0,10734,3,3,New,Middle-aged,172,3578.0000,NULL
"Aaron Jai",51,"United States",Male,Single,0,210,6,6,New,Middle-aged,147,35.0000,NULL
"Ethan Griffin",47,"United States",Male,Married,0,210,6,6,New,Middle-aged,151,35.0000,NULL
"Alexandra Thomas",44,Canada,Female,Married,0,10734,3,3,New,Middle-aged,172,3578.0000,NULL
"Nathan Rodriguez",44,"United States",Male,Single,0,210,6,6,New,Middle-aged,150,35.0000,NULL
"Melanie Flores",49,"United States",Female,Married,0,54,6,6,New,Middle-aged,147,9.0000,NULL
"Evan Evans",48,"United States",Male,Single,0,210,6,6,New,Middle-aged,149,35.0000,NULL
"Fernando Edwards",53,"United States",Male,Married,0,510,12,12,New,Middle-aged,147,42.5000,NULL
"Andy Munoz",50,"United States",Male,Married,0,210,6,6,New,Middle-aged,147,35.0000,NULL
"Austin Jai",45,"United States",Male,Single,0,510,12,12,New,Middle-aged,154,42.5000,NULL
"Megan Moore",51,"United States",Female,Married,0,210,6,6,New,Middle-aged,147,35.0000,NULL
"Shelby Cook",49,"United States",Female,Married,0,210,6,6,New,Middle-aged,145,35.0000,NULL
"Xavier Mohamed",54,"United States",Male,Single,0,510,12,12,New,Middle-aged,149,42.5000,NULL
"Carlos Roberts",43,Canada,Male,Single,0,210,6,6,New,Middle-aged,150,35.0000,NULL
"Grace Rodriguez",54,"United States",Female,Married,0,210,6,6,New,Middle-aged,150,35.0000,NULL
"Dalton Jenkins",55,"United States",Male,Single,0,210,6,6,New,Middle-aged,146,35.0000,NULL
"Katherine Mitchell",55,"United States",Female,Single,0,54,6,6,New,Middle-aged,149,9.0000,NULL
"Katherine Sanders",50,"United States",Female,Single,0,210,6,6,New,Middle-aged,151,35.0000,NULL
"Jackson Lal",45,"United States",Male,Single,0,210,6,6,New,Middle-aged,148,35.0000,NULL
"Lucas Lewis",50,Canada,Male,Single,18,10788,9,9,VIP,Middle-aged,154,1198.6667,599.3333
"Rebekah KovÃ¡r",57,"United States",Female,Married,0,210,6,6,New,Middle-aged,146,35.0000,NULL
"Kaylee James",51,"United States",Female,Married,0,210,6,6,New,Middle-aged,146,35.0000,NULL
"Kevin Hall",57,"United States",Male,Single,0,282,9,9,New,Middle-aged,149,31.3333,NULL
"Alisha Gao",42,Germany,Female,Single,0,210,6,6,New,Middle-aged,144,35.0000,NULL
"Alyssa West",46,"United Kingdom",Female,Single,0,210,6,6,New,Middle-aged,152,35.0000,NULL
"Roy Malhotra",47,"United Kingdom",Male,Single,0,3360,3,3,New,Middle-aged,153,1120.0000,NULL
"Leonard Rai",42,Germany,Male,Single,0,210,6,6,New,Middle-aged,149,35.0000,NULL
"Kristen Wu",41,France,Female,Single,0,210,6,6,New,Middle-aged,147,35.0000,NULL
"Angel Howard",41,"United Kingdom",Male,Married,0,3570,9,9,New,Middle-aged,154,396.6667,NULL
"Jonathan Scott",47,"United Kingdom",Male,Married,0,3414,9,9,New,Middle-aged,154,379.3333,NULL
"Heidi Patel",46,"United Kingdom",Female,Single,0,3570,9,9,New,Middle-aged,154,396.6667,NULL
"Leonard Xie",42,Germany,Male,Single,0,210,6,6,New,Middle-aged,149,35.0000,NULL
"Anne Alonso",47,France,Female,Single,0,264,12,12,New,Middle-aged,146,22.0000,NULL
"Candice Guo",48,Germany,Female,Single,0,354,12,12,New,Middle-aged,152,29.5000,NULL
"Deborah Raje",43,Germany,Female,Single,0,72,3,3,New,Middle-aged,146,24.0000,NULL
"Mya Foster",49,"United Kingdom",Female,Single,0,3570,9,9,New,Middle-aged,153,396.6667,NULL
"Dylan Moore",49,France,Male,Single,0,264,12,12,New,Middle-aged,146,22.0000,NULL
"Frank Serrano",49,"United Kingdom",Male,Single,0,3360,3,3,New,Middle-aged,152,1120.0000,NULL
"Bradley Sharma",48,Germany,Male,Single,0,510,12,12,New,Middle-aged,144,42.5000,NULL
"Brent Lu",48,Germany,Male,Single,0,7539,9,9,New,Middle-aged,155,837.6667,NULL
"Cedric Pal",49,"United Kingdom",Male,Single,0,210,6,6,New,Middle-aged,154,35.0000,NULL
"Caleb Young",49,Germany,Male,Single,0,210,6,6,New,Middle-aged,154,35.0000,NULL
"Phillip Chapman",46,"United States",Male,Single,0,210,6,6,New,Middle-aged,147,35.0000,NULL
"Armando Torres",45,"United States",Male,Single,0,210,6,6,New,Middle-aged,150,35.0000,NULL
"Alexandra Wagner",54,Canada,Female,Single,0,210,6,6,New,Middle-aged,151,35.0000,NULL
"Morgan James",48,Canada,Female,Single,0,210,6,6,New,Middle-aged,150,35.0000,NULL
"Bailey Peterson",67,"United States",Female,Married,0,210,6,6,New,Senior,147,35.0000,NULL
"Tasha Nara",61,"United States",Female,Single,0,210,6,6,New,Senior,154,35.0000,NULL
"Evan Scott",66,"United States",Male,Married,0,210,6,6,New,Senior,153,35.0000,NULL
"Brooke Bell",66,Canada,Female,Single,0,210,6,6,New,Senior,149,35.0000,NULL
"Xavier Johnson",54,Canada,Male,Single,0,210,6,6,New,Middle-aged,154,35.0000,NULL
"Mario Chande",65,"United States",Male,Single,0,282,9,9,New,Senior,147,31.3333,NULL
"John Taylor",64,"United States",Male,Married,0,210,6,6,New,Senior,145,35.0000,NULL
"Edwin Goel",65,"United States",Male,Married,0,72,3,3,New,Senior,146,24.0000,NULL
"Sydney Kelly",65,"United States",Female,Single,0,210,6,6,New,Senior,146,35.0000,NULL
"Angel Lopez",59,"United States",Male,Single,0,54,6,6,New,Middle-aged,148,9.0000,NULL
"Jessica Watson",64,"United States",Female,Married,0,300,6,6,New,Senior,149,50.0000,NULL
"Juan James",59,Canada,Male,Married,0,10734,3,3,New,Middle-aged,172,3578.0000,NULL
"Taylor Griffin",64,"United States",Female,Married,0,210,6,6,New,Senior,149,35.0000,NULL
"Alexandra Clark",62,"United States",Female,Married,0,210,6,6,New,Senior,148,35.0000,NULL
"Tristan Hayes",57,"United States",Male,Married,0,72,3,3,New,Middle-aged,153,24.0000,NULL
"Benjamin Long",63,"United States",Male,Married,0,72,3,3,New,Senior,143,24.0000,NULL
"Ethan Jackson",57,"United States",Male,Married,0,210,6,6,New,Middle-aged,154,35.0000,NULL
"Vincent Zhou",62,"United States",Male,Married,0,54,6,6,New,Senior,149,9.0000,NULL
"Megan Harris",62,Canada,Female,Married,17,10944,9,9,VIP,Senior,153,1216.0000,643.7647
"Haley Torres",56,Canada,Female,Single,19,10944,9,9,VIP,Middle-aged,152,1216.0000,576.0000
"Wyatt Coleman",45,Canada,Male,Single,0,210,6,6,New,Middle-aged,149,35.0000,NULL
"Latoya Luo",61,"United States",Female,Single,0,210,6,6,New,Senior,143,35.0000,NULL
"Molly Mehta",47,"United States",Female,Single,0,54,6,6,New,Middle-aged,148,9.0000,NULL
"Robert Martinez",46,"United States",Male,Single,0,210,6,6,New,Middle-aged,147,35.0000,NULL
"Julia Henderson",51,"United States",Female,Single,0,210,6,6,New,Middle-aged,152,35.0000,NULL
"Byron Ortega",41,Canada,Male,Single,19,10944,9,9,VIP,Middle-aged,152,1216.0000,576.0000
"Sydney Wood",68,Australia,Female,Married,5,9906,6,6,New,Senior,155,1651.0000,1981.2000
"Veronica Gonzalez",73,Australia,Female,Married,6,10116,12,12,New,Senior,154,843.0000,1686.0000
"Sheena Lal",73,Australia,Female,Single,0,54,6,6,New,Senior,147,9.0000,NULL
"Corey Lal",72,Australia,Male,Married,0,6546,3,3,New,Senior,161,2182.0000,NULL
"Alfredo Munoz",56,Australia,Male,Married,12,6600,9,9,New,Middle-aged,149,733.3333,550.0000
"Billy Blanco",72,Australia,Male,Single,12,6828,12,12,New,Senior,149,569.0000,569.0000
"Beth Martin",71,Australia,Female,Married,0,210,6,6,New,Senior,147,35.0000,NULL
"Luis Green",41,"United States",Male,Married,0,210,6,6,New,Middle-aged,146,35.0000,NULL
"Kendra Gomez",71,Australia,Female,Married,0,6546,3,3,New,Senior,161,2182.0000,NULL
"Karl Xu",70,Australia,Male,Married,0,7329,3,3,New,Senior,160,2443.0000,NULL
"Wesley Li",64,Australia,Male,Married,12,7611,12,12,New,Senior,149,634.2500,634.2500
"Alfredo Alonso",69,Australia,Male,Married,0,6546,3,3,New,Senior,161,2182.0000,NULL
"Deborah Deng",68,Australia,Female,Married,0,6546,3,3,New,Senior,161,2182.0000,NULL
"Tiffany Zimmerman",69,Australia,Female,Married,0,7329,3,3,New,Senior,161,2443.0000,NULL
"Madison Moore",40,"United States",Female,Single,0,354,12,12,New,Middle-aged,146,29.5000,NULL
"Julian Butler",40,"United States",Male,Married,0,72,3,3,New,Middle-aged,148,24.0000,NULL
"Sharon Raji",67,Australia,Female,Married,0,210,6,6,New,Senior,148,35.0000,NULL
"Jeremiah Gray",59,Australia,Male,Married,0,7329,3,3,New,Middle-aged,161,2443.0000,NULL
"Martin Garcia",59,Australia,Male,Single,0,7329,3,3,New,Middle-aged,161,2443.0000,NULL
"Steve Sun",44,"United States",Male,Married,0,510,12,12,New,Middle-aged,149,42.5000,NULL
"Zoe Reed",46,"United States",Female,Single,0,210,6,6,New,Middle-aged,148,35.0000,NULL
"Bruce Rubio",63,Australia,Male,Single,0,6546,3,3,New,Senior,160,2182.0000,NULL
"Sharon Xu",62,Australia,Female,Single,0,6546,3,3,New,Senior,161,2182.0000,NULL
"Tiffany Chen",61,Australia,Female,Single,11,7383,9,9,New,Senior,150,820.3333,671.1818
"Lauren Johnson",47,"United States",Female,Single,0,54,6,6,New,Middle-aged,147,9.0000,NULL
"Lucas Sanchez",46,Canada,Male,Single,20,10944,9,9,VIP,Middle-aged,151,1216.0000,547.2000
"Eddie Gomez",45,"United States",Male,Single,0,210,6,6,New,Middle-aged,154,35.0000,NULL
"Grace Ward",45,"United States",Female,Single,0,210,6,6,New,Middle-aged,148,35.0000,NULL
"Haley Ramirez",55,"United States",Female,Married,0,210,6,6,New,Middle-aged,150,35.0000,NULL
"Katherine Roberts",57,"United States",Female,Single,0,72,3,3,New,Middle-aged,147,24.0000,NULL
"Emma Gray",57,"United States",Female,Married,0,210,6,6,New,Middle-aged,146,35.0000,NULL
"Christian Zhang",58,"United States",Male,Married,0,72,3,3,New,Middle-aged,146,24.0000,NULL
"Zachary Flores",47,Canada,Male,Married,18,10944,9,9,VIP,Middle-aged,152,1216.0000,608.0000
"Jackson Phillips",52,Canada,Male,Married,0,10734,3,3,New,Middle-aged,171,3578.0000,NULL
"Gabriel Campbell",48,"United States",Male,Married,0,210,6,6,New,Middle-aged,153,35.0000,NULL
"Xavier Barnes",58,"United States",Male,Married,0,210,6,6,New,Middle-aged,148,35.0000,NULL
"Caleb Allen",59,"United States",Male,Married,0,210,6,6,New,Middle-aged,147,35.0000,NULL
"Taylor Wilson",59,"United States",Female,Married,0,54,6,6,New,Middle-aged,147,9.0000,NULL
"Isaac Brooks",53,Canada,Male,Married,0,10734,3,3,New,Middle-aged,171,3578.0000,NULL
"Xavier Perry",60,"United States",Male,Single,0,354,12,12,New,Senior,150,29.5000,NULL
"Ana Henderson",59,"United States",Female,Single,0,210,6,6,New,Middle-aged,144,35.0000,NULL
"Joanna Moreno",53,"United States",Female,Single,0,282,9,9,New,Middle-aged,147,31.3333,NULL
"Kaitlyn Long",54,Canada,Female,Married,18,10944,9,9,VIP,Middle-aged,151,1216.0000,608.0000
"Isabelle Bryant",60,Canada,Female,Married,20,10944,9,9,VIP,Senior,150,1216.0000,547.2000
"Evan Brooks",55,Canada,Male,Married,0,210,6,6,New,Middle-aged,147,35.0000,NULL
"Amanda Peterson",61,"United States",Female,Single,0,510,12,12,New,Senior,147,42.5000,NULL
"Kari Madan",50,"United States",Female,Single,0,210,6,6,New,Middle-aged,153,35.0000,NULL
"Ivan Perez",51,Australia,Male,Single,11,7701,12,12,New,Middle-aged,150,641.7500,700.0909
"Brad Raji",50,Australia,Male,Single,11,6756,9,9,New,Middle-aged,150,750.6667,614.1818
"Carrie Alvarez",51,Australia,Female,Married,0,6546,3,3,New,Middle-aged,161,2182.0000,NULL
"Cesar Prasad",46,Australia,Male,Single,6,10689,6,6,New,Middle-aged,154,1781.5000,1781.5000
"Dalton Coleman",51,Australia,Male,Single,7,10743,12,12,New,Middle-aged,154,895.2500,1534.7143
"Max Ortega",51,Australia,Male,Married,7,10689,6,6,New,Middle-aged,154,1781.5000,1527.0000
"Damien Lin",52,Australia,Male,Single,8,10116,12,12,New,Middle-aged,153,843.0000,1264.5000
"Kristi Moreno",52,Australia,Female,Single,8,10689,6,6,New,Middle-aged,153,1781.5000,1336.1250
